sat,tothrs,colgpa,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq,athlete
1140,84,2.26,.56164002,2.19,81,36.986301,0,1,0,4.7961001,N
1170,51,2.5999999,.74627,2.22,9,4.0540543,0,1,0,4.9284,No
1040,71,2.23,1.08,2.43,38,15.63786,1,1,0,5.9049001,no
1080,43,1.97,.89473999,4.97,136,27.364185,0,1,0,24.700899,N
1100,43,2.5999999,.92982,5.29,238,44.990547,1,1,0,27.9841,No
940,16,2.8699999,.64911997,1,27,27,0,1,0,1,no
1020,97,2.3599999,.72881001,.99,35,35.353535,1,1,0,.98009998,No
1080,74,2.48,.71429002,1,24,24,0,1,0,1,No
1200,78,2.3,.90476,4.14,68,16.425121,0,1,0,17.139601,No
1160,18,2.3299999,.63380003,5.13,112,21.832359,0,1,0,26.3169,No
1060,67,2.9400001,1,5.35,64,11.962617,1,1,0,28.622499,No
970,84,3.23,.79629999,4.86,86,17.695473,1,1,0,23.6196,N
1050,114,3.3900001,.77965999,2.4,34,14.166667,1,1,0,5.7600002,No
1130,49,3.0599999,.88332999,4.67,198,42.398289,0,1,0,21.808901,No
1440,15,3.8,1,4.3,11,2.5581396,0,1,0,18.49,N
850,41,1.9,.80851001,4.3,170,39.534885,0,1,0,18.49,no
980,50,2.8,1.04167,4.13,71,17.191284,1,1,0,17.0569,No
950,42,2.47,.79245001,4.13,96,23.244553,0,1,0,17.0569,No
1050,88,2.9300001,.72131002,3.7,17,4.5945945,1,1,0,13.69,No
1100,49,1.83,.69230998,2.56,146,57.03125,0,1,0,6.5535998,no
1100,117,2.47,.74602997,2.34,67,28.632479,0,1,0,5.4755998,N
1120,119,2.1500001,.86667001,2.68,106,39.552238,1,1,0,7.1824002,no
1190,48,2.02,1.08772,2.32,182,78.448273,0,1,0,5.3824,no
920,115,2.53,1.3,2.68,90,33.582088,1,1,0,7.1824002,no
1040,41,2.21,.73333001,2.58,102,39.534885,0,1,0,6.6564002,No
1110,124,2.9100001,1.05556,4.48,105,23.4375,1,1,0,20.0704,Yes
1110,73,2.5599999,.79031998,3.99,74,18.546366,1,1,0,15.9201,N
810,41,1.8,.97561002,4.18,169,40.430622,0,1,0,17.472401,No
1030,43,2.0599999,.71666998,1.45,40,27.586206,0,1,0,2.1025,No
1030,45,2.3499999,1.01961,3.27,70,21.406729,1,1,0,10.6929,N
1070,15,2.2,.84482998,1.52,38,25,1,1,0,2.3104,no
1280,47,3.04,.80282003,1.67,41,24.550898,1,1,0,2.7888999,N
1180,88,3.1400001,.84375,1.92,11,5.7291665,1,1,0,3.6863999,No
980,55,2.54,.88462001,1.96,59,30.102041,1,1,0,3.8415999,no
1080,16,2.6800001,.74194002,1.86,46,24.731182,1,1,0,3.4596,No
1290,50,4,1.15,2.22,12,5.4054055,0,1,0,4.9284,No
1050,14,2,.75,3.1,110,35.483871,0,1,0,9.6099997,Yes
1120,81,2.8699999,1.07407,2.6,56,21.538462,1,1,0,6.7600002,No
1040,18,3.6600001,.70491999,3.24,8,2.4691358,1,1,0,10.4976,No
1200,65,1.6,.69014001,3.09,24,7.7669902,0,1,0,9.5481005,No
1100,110,3.97,.96429002,3.33,2,.6006006,1,1,0,11.0889,N
1140,17,3.1700001,.89999998,2.42,52,21.487604,0,1,0,5.8564,No
1040,16,1.87,1.03922,2.23,78,34.977577,1,1,0,4.9728999,No
1110,17,3.23,.58570999,3.08,84,27.272728,0,1,0,9.4863997,No
990,84,3.27,.94117999,2.05,25,12.195122,1,1,0,4.2024999,No
1080,40,2.5,.86207002,1.99,83,41.708542,0,1,0,3.9600999,No
1330,55,3.9400001,.82191998,.31,1,3.2258065,0,1,0,.096100003,No
1150,114,2.5999999,.98276001,.91,23,25.274725,0,1,0,.82810003,no
1130,42,2.3800001,.73846,1.28,32,25,0,1,0,1.6384,No
840,41,2.73,1.04878,2.78,75,26.978416,1,1,0,7.7284002,N
1000,16,2.8099999,.81818002,2.33,17,7.2961373,1,1,0,5.4288998,N
970,76,3.1500001,1.02083,2.41,45,18.672199,1,1,0,5.8081002,No
1060,83,2.95,.89286,2.67,67,25.093634,0,1,0,7.1289001,no
1180,14,3.5,.87301999,2.92,16,5.4794521,1,1,0,8.5263996,N
1080,83,2.4400001,.77048999,2.54,81,31.889763,0,1,0,6.4516001,No
1210,18,3.3299999,.89063001,3.89,40,10.282776,1,1,0,15.1321,no
1060,18,3.1099999,.63077003,4.11,99,24.087591,1,1,0,16.892099,No
1120,48,2.8699999,.93102998,3.69,192,52.03252,0,1,0,13.6161,No
1130,17,3.5799999,.73846,4.11,96,23.357664,0,1,0,16.892099,no
1110,48,2.52,.68181998,2.2,56,25.454546,1,1,0,4.8400002,no
1020,82,2.46,.96153998,3.79,125,32.981529,1,1,0,14.3641,No
960,45,2.6199999,.88235003,2.59,84,32.432434,1,1,0,6.7080998,No
990,121,2.8199999,.83332998,2.24,109,48.660713,0,1,0,5.0176001,no
890,115,3.26,.93478,1.32,30,22.727272,1,1,0,1.7424001,No
960,41,2.6500001,.88235003,2.1,84,40,0,1,0,4.4099998,No
1180,13,2.76,.90323001,2.64,103,39.015152,0,1,0,6.9696002,No
970,14,3.1400001,.73214,2.57,33,12.840466,0,1,0,6.6048999,No
1020,13,3.23,.82143003,2.57,29,11.284047,0,1,0,6.6048999,No
1060,45,2.1500001,.82758999,2.36,80,33.898304,0,1,0,5.5696001,no
1130,17,3,.73846,3.77,45,11.936339,1,0,0,14.2129,no
940,82,2.21,.84314001,2.15,23,10.697675,1,1,0,4.6224999,No
990,16,3.3099999,.94117999,4.25,38,8.9411764,1,1,0,18.0625,No
980,43,1.72,.84906,3.91,167,42.710999,0,1,0,15.2881,No
1110,16,3.5,.88135999,3.48,57,16.379311,0,1,0,12.1104,no
1040,61,3.0799999,.76270998,3.22,14,4.347826,1,1,0,10.3684,No
1020,16,2,1.17021,2.19,76,34.703197,1,1,0,4.7961001,no
800,114,3.0599999,.86047,3.5,35,10,0,1,0,12.25,No
1060,14,2.21,.85965002,5.06,113,22.332016,0,1,0,25.6036,No
1030,47,2.4000001,.87273002,3.01,40,13.289037,1,1,0,9.0600996,No
1070,127,2.78,.87718999,2.27,17,7.488987,1,1,0,5.1529002,No
1090,18,2.6099999,.75805998,.58,8,13.793103,1,1,0,.3364,No
1200,55,2.25,.73913002,2.22,39,17.567568,0,1,0,4.9284,No
1130,16,3.25,.94827998,2.82,67,23.758865,0,1,0,7.9524002,No
1230,108,3.8199999,.89231002,3.4,91,26.764706,1,1,0,11.56,No
1280,91,3.21,1.28571,3.2,10,3.125,1,1,0,10.24,No
1000,46,2.23,.85184997,3.45,138,40,1,1,0,11.9025,No
860,50,2.2,.68627,3.45,135,39.130436,1,1,0,11.9025,No
1210,78,2.6600001,.86154002,4.69,190,40.511726,0,1,0,21.996099,No
960,42,2.8,.84614998,4.84,214,44.214874,1,1,0,23.4256,No
910,46,2.4100001,.81999999,4.84,104,21.487604,1,1,0,23.4256,no
990,78,2.52,.98000002,2.25,51,22.666666,1,1,0,5.0625,no
1080,111,2.6099999,1.11765,3.75,115,30.666666,0,1,0,14.0625,No
830,84,2.02,1.075,3.5,40,11.428572,1,1,0,12.25,No
910,17,2.1700001,.85714,3.67,80,21.798365,1,1,0,13.4689,no
1040,15,2.26,.70491999,1.86,46,24.731182,0,1,0,3.4596,No
890,15,2.73,.85417002,2.21,20,9.0497742,1,1,0,4.8841,No
1030,48,2.72,.98076999,1.38,15,10.869565,1,1,0,1.9044,No
1240,99,2.9100001,.79710001,1.55,17,10.967742,0,1,0,2.4024999,No
1060,49,3.26,.92727,1.02,8,7.8431373,1,1,0,1.0404,No
860,121,2.76,.91110998,.44,22,50,1,1,0,.1936,no
900,75,2.6900001,1.09302,4.23,76,17.966904,1,1,0,17.8929,No
1270,14,3.5,.84057999,2.08,8,3.8461537,0,1,0,4.3263998,N
1010,71,1.9400001,1.06122,.1,3,30,1,1,0,.0099999998,No
1100,18,3.6099999,.86440998,.46,2,4.347826,1,1,0,.21160001,No
1010,53,1.79,.80356997,3.4,79,23.235294,1,1,0,11.56,N
910,50,2,.75,5.33,38,7.129456,1,1,0,28.408899,No
760,20,2.7,1.05405,4.5,111,24.666666,1,1,0,20.25,No
900,48,2.6199999,.73076999,2.97,71,23.905724,1,1,0,8.8209,no
1170,47,3.6800001,.85714,3.47,28,8.0691643,1,1,0,12.0409,No
1050,47,2.48,.64063001,1.05,38,36.190475,0,1,0,1.1025,No
980,81,3.4100001,.75,2.21,37,16.742081,0,1,0,4.8841,N
1130,111,2.51,.98246002,2.54,39,15.354331,0,1,0,6.4516001,No
1210,50,3.6400001,.77941,3.72,29,7.7956991,0,1,0,13.8384,No
1150,113,3.52,.88524997,4.75,9,1.8947369,1,1,0,22.5625,No
1050,53,3.1500001,.72131002,6.95,134,19.280575,0,1,0,48.302502,No
1000,84,3.1600001,.81818002,7.25,137,18.896551,1,1,0,52.5625,No
1030,107,2.5799999,1.01961,7.6,207,27.236841,0,1,0,57.759998,no
950,48,2.0599999,.97917002,6.95,405,58.27338,1,1,0,48.302502,No
1240,77,2.8299999,.67567998,.15,2,13.333333,0,1,0,.022500001,No
1030,45,1.84,.49274999,7,192,27.428572,0,1,0,49,No
1110,77,2.0899999,1.09434,3.35,188,56.119404,0,1,0,11.2225,no
940,45,2.55,.70908999,3.37,139,41.246292,1,1,0,11.3569,No
1020,42,2.8800001,.82143003,2.67,30,11.235955,0,1,0,7.1289001,No
970,47,2.3099999,.83019,1.2,12,10,1,1,0,1.4400001,No
960,14,3.0699999,.88235003,1.25,6,4.8000002,1,1,0,1.5625,No
1060,45,2.97,.89286,3.64,77,21.153847,1,1,0,13.2496,No
980,100,2.79,.88462001,3.89,38,9.7686377,1,1,0,15.1321,No
1070,69,2.26,.81356001,4.91,127,25.86558,0,1,0,24.108101,Y
1040,68,1.8,.82455999,3.76,63,16.75532,0,1,0,14.1376,No
1000,107,2.8499999,.75439,2.6,100,38.46154,1,1,0,6.7600002,N
990,102,2.4200001,.80000001,4.33,145,33.487297,1,1,0,18.748899,N
1000,50,2.6199999,.96078002,5.09,112,22.003929,0,1,0,25.9081,no
1180,75,3.6800001,.96666998,2.45,10,4.0816326,1,1,0,6.0025001,No
1200,48,2.02,1.0339,.1,4,40,1,1,0,.0099999998,N
1080,17,2.05,.96363997,3.66,74,20.218578,1,1,0,13.3956,N
1150,52,3.6700001,.71641999,.88,4,4.5454545,0,1,0,.7744,No
1110,112,3.4300001,.91378999,4.63,159,34.341251,1,1,0,21.436899,no
1120,41,1.6799999,.72307998,8.470000000000001,331,39.079102,0,1,0,71.740898,No
1090,15,2.4000001,.91228002,3.84,219,57.03125,0,1,0,14.7456,No
1310,117,3.05,1.04688,1.64,4,2.4390244,0,1,0,2.6896,no
1080,46,2.5799999,.66153997,.89,12,13.483146,0,1,0,.79210001,No
1090,50,2.4000001,.67692,7.4,51,6.891892,1,1,0,54.759998,no
1020,53,1.9,.72881001,7.4,153,20.675676,1,1,0,54.759998,No
1080,49,3.22,.89473999,2.19,16,7.3059359,1,1,0,4.7961001,No
960,75,2.77,.92000002,3.11,96,30.868168,0,1,0,9.6721001,no
860,13,2.3800001,.72000003,.1,6,60,1,1,0,.0099999998,no
1050,16,2.8099999,.84210998,.1,3,30,0,1,0,.0099999998,No
1060,50,3.22,.63077003,4.17,68,16.306955,0,1,0,17.388901,No
1190,80,2.1600001,.85938001,1.22,36,29.508196,0,1,0,1.4884,No
1000,47,2.6300001,1.04082,2.48,93,37.5,0,1,0,6.1504002,No
1180,35,2.54,.68571001,2.48,54,21.774193,0,1,0,6.1504002,No
1020,48,1.95,.85455,1.75,27,15.428572,0,1,0,3.0625,No
1060,48,2.29,.73769999,.1,5,50,0,1,0,.0099999998,No
1000,45,2.9100001,.69492,3.85,89,23.116882,0,1,0,14.8225,N
1010,81,2.3699999,.98039001,2.39,73,30.543934,1,1,0,5.7121,No
1160,77,2.9000001,.78461999,2.98,81,27.181208,0,1,0,8.8803997,no
1300,83,2.3,1,4.08,92,22.549019,1,1,0,16.6464,No
1010,48,3.0799999,.77192998,.86,10,11.627907,0,1,0,.7396,N
970,46,3.5999999,.79629999,3.16,31,9.8101263,1,1,0,9.9856005,no
1210,17,4,.95161003,4.56,26,5.7017546,0,1,0,20.7936,No
1030,16,3.3699999,.87273002,3.63,127,34.986225,1,1,0,13.1769,No
1230,15,3.3299999,1.01639,3.63,7,1.9283746,0,1,0,13.1769,No
980,46,2.73,.88462001,1.85,13,7.0270271,1,1,0,3.4224999,No
1110,17,2.1700001,.88135999,2.66,75,28.195488,0,1,0,7.0756001,No
950,95,2.6300001,.82691997,.8,13,16.25,0,1,0,.63999999,No
1180,48,2.9100001,1.18519,.49,8,16.32653,1,1,0,.2401,No
1040,67,2.0799999,.625,.05,3,60,0,1,0,.0024999999,No
1290,50,3.9200001,.86957002,2.5,9,3.5999999,1,1,0,6.25,No
1010,108,2.25,.74137998,1.61,64,39.751553,0,1,0,2.5920999,No
980,46,2.0999999,.81480998,1,26,26,1,1,0,1,No
970,13,1.6900001,.70174998,1.09,26,23.85321,1,1,0,1.1881,N
1180,82,3.4100001,1,.8,14,17.5,1,1,0,.63999999,N
1340,46,4,.91429001,3.5,4,1.1428572,0,1,0,12.25,No
1170,17,3.47,1.0526299,4.3,47,10.930233,1,1,0,18.49,No
1230,105,3.4000001,.75713998,3.25,9,2.7692308,1,1,0,10.5625,No
920,85,2.0999999,.64286,3.6,158,43.888889,0,1,0,12.96,N
1030,111,2.96,1.1020401,1.3,12,9.2307692,1,1,0,1.6900001,No
920,111,2.99,1.04444,1.3,11,8.4615383,1,1,0,1.6900001,No
1140,43,3.2,.96552002,2.73,15,5.4945054,1,1,0,7.4528999,No
810,14,1.14,.80000001,3.11,132,42.443729,0,1,0,9.6721001,No
1180,10,1.2,.81537998,3.11,14,4.5016079,0,1,0,9.6721001,No
1020,42,1.8,.85455,.05,4,80,0,1,0,.0024999999,N
1010,111,2.4300001,1.10417,4.03,105,26.05459,0,1,0,16.2409,No
1090,15,2.8,.78688997,3.34,88,26.347305,0,1,0,11.1556,No
630,115,2.0699999,.61537999,1.67,87,52.09581,0,1,0,2.7888999,Yes
870,15,3,.89130002,3,12,4,1,1,0,9,No
760,49,2.79,.85365999,1.54,2,1.2987013,1,0,1,2.3715999,N
1050,74,2,.81033999,3.09,27,8.7378645,0,1,0,9.5481005,No
1020,115,3.48,.85455,3.63,26,7.1625342,1,1,0,13.1769,no
1030,18,1.61,.83929002,3.31,158,47.734138,0,1,0,10.9561,No
860,118,2.6700001,1,2.39,61,25.523012,1,1,0,5.7121,no
970,86,3.47,.64407003,2.39,10,4.1841006,0,1,0,5.7121,No
880,16,2.1800001,1.04651,1.88,44,23.404255,0,1,0,3.5344,no
1230,85,3.8699999,.78261,2.49,1,.40160644,0,1,0,6.2000999,N
1090,96,3,.81667,2.39,38,15.899582,0,1,0,5.7121,No
930,121,2.45,.66070998,1.18,15,12.711864,0,1,0,1.3924,No
1300,45,2.5999999,.75676,2.97,44,14.814815,0,1,0,8.8209,No
1170,117,3.28,.85714,1.93,4,2.0725389,0,1,0,3.7249,N
1010,12,1.75,.98039001,.91,60,65.934067,0,1,0,.82810003,yes
1030,68,2.3900001,.74576002,.73,60,82.19178,0,1,0,.53289998,no
1020,16,3.5,.88889003,.91,16,17.582418,1,1,0,.82810003,No
910,15,2.5999999,1.16667,.91,74,81.31868,1,1,0,.82810003,No
900,17,1.9400001,.875,1.54,44,28.571428,0,1,0,2.3715999,No
1230,107,2.0699999,.73238999,5.91,51,8.6294413,0,1,0,34.928101,N
950,85,2.8399999,.97917002,6.08,35,5.7565789,0,1,0,36.9664,no
1220,79,3.9200001,.90625,4.36,5,1.146789,1,1,0,19.0096,No
990,16,1.62,.76786,5.3,110,20.754717,0,1,0,28.09,no
1040,14,2,1.08,5.43,164,30.202578,1,1,0,29.4849,No
990,63,1.74,.76786,.5,46,92,0,1,0,.25,No
940,80,2.2,1.04348,3.73,17,4.5576406,1,1,0,13.9129,no
1120,52,2.8399999,.75,4.43,14,3.1602709,0,1,0,19.624901,No
980,126,2.9300001,.75,4.34,61,14.0553,0,1,0,18.8356,No
1040,110,3.5699999,.76270998,3.04,14,4.6052632,1,1,0,9.2416,N
1080,80,2.5699999,1.11765,3.19,40,12.539185,1,1,0,10.1761,No
1030,16,3.1800001,.71666998,1.85,35,18.918919,0,1,0,3.4224999,No
830,15,1.66,.76595998,2.43,28,11.522634,0,1,0,5.9049001,no
1080,54,2.98,1.07692,1.93,26,13.471502,1,1,0,3.7249,No
860,17,2.29,.79167002,3.79,155,40.897099,1,1,0,14.3641,No
1040,14,2.0699999,.92593002,5.67,97,17.107584,0,1,0,32.148899,No
690,116,2.6400001,.97143,1.29,9,6.9767442,1,1,0,1.6641001,No
1160,17,3.6400001,.78461999,3.62,5,1.3812155,1,1,0,13.1044,No
900,48,1.75,.60714,3.75,101,26.933332,0,1,0,14.0625,No
1280,84,2.9100001,.91044998,2.13,12,5.6338029,0,1,0,4.5369,No
740,15,1.13,1.3125,2.32,63,27.155172,1,1,0,5.3824,Y
1010,29,1.51,.83635998,2.12,45,21.226416,0,1,0,4.4944,No
900,18,3,.73076999,2,56,28,1,1,0,4,No
1210,84,3.3,.77941,1.89,5,2.6455026,1,1,0,3.5720999,No
980,78,1.73,.60655999,3.51,53,15.099715,0,1,0,12.3201,N
850,43,2.5999999,.84783,5.05,69,13.663366,1,1,0,25.502501,N
1020,40,2.77,.88889003,5.05,70,13.861386,0,1,0,25.502501,No
1010,13,1.6900001,1.10417,5.1,154,30.196079,0,1,0,26.01,no
960,12,3.1600001,1.23256,5.1,43,8.4313726,0,1,0,26.01,No
930,48,2.9300001,.82353002,5.05,75,14.851485,1,1,0,25.502501,No
1130,75,2.48,.85246003,4.92,66,13.414634,0,1,0,24.2064,No
950,14,2.28,.86274999,5.1,90,17.647058,1,1,0,26.01,No
1160,44,2.75,1.03509,5.05,33,6.5346537,1,1,0,25.502501,No
830,111,3.2,1.1282099,4.44,96,21.621622,1,1,0,19.7136,no
1160,16,3.3099999,.8125,5.1,55,10.784314,1,1,0,26.01,No
950,17,3.4100001,.75926,4.4,13,2.9545455,0,1,0,19.360001,No
980,74,2.3699999,.88462001,2.6,86,33.076923,0,1,0,6.7600002,Yes
880,17,3.05,.75999999,1.77,12,6.7796612,0,1,0,3.1329,Yes
1090,13,3.3,.78688997,.5600000000000001,30,53.57143,0,1,0,.3136,No
940,68,3.0699999,.91837001,.1,3,30,0,1,0,.0099999998,No
1120,42,2.45,.86667001,.1,5,50,0,1,0,.0099999998,No
930,48,2.5999999,.69090998,4,135,33.75,0,1,0,16,No
970,43,3.0899999,.97959,.1,4,40,0,1,0,.0099999998,N
930,15,1.86,.66070998,.1,4,40,1,1,0,.0099999998,No
1170,41,2.97,.98304999,.1,2,20,1,1,0,.0099999998,no
1220,18,3.3800001,.93651003,3.13,8,2.5559106,0,1,0,9.7968998,No
1140,17,3.8199999,.80952001,2.21,3,1.3574661,1,1,0,4.8841,no
880,16,1.6799999,.87234002,4.55,89,19.56044,1,1,0,20.702499,No
1130,94,1.91,.79364997,1.59,51,32.07547,0,1,0,2.5281,No
880,16,1.5,.79592001,1.42,27,19.014084,1,1,0,2.0164001,No
1030,108,3.05,1.0599999,1.59,7,4.4025159,1,1,0,2.5281,no
1010,13,2,1.06122,1.42,31,21.830986,0,1,0,2.0164001,No
1120,17,3.52,.93102998,2.81,5,1.7793595,0,1,0,7.8961,N
810,84,2.78,1.025,2.38,12,5.042017,1,1,0,5.6644001,no
1160,49,3.6099999,.96609998,2.78,4,1.438849,0,1,0,7.7284002,no
1110,14,2.78,.98214,2.6,63,24.23077,1,1,0,6.7600002,no
1370,73,3.23,.82666999,2.62,13,4.961832,0,1,0,6.8643999,no
950,114,2.6199999,.75926,2.47,26,10.526316,1,1,0,6.1009002,No
960,92,3.03,.60000002,2.65,42,15.849056,0,1,0,7.0225,Yes
1310,15,3.46,1.04688,1.68,6,3.5714285,1,1,0,2.8224001,No
1030,14,.85000002,.77586001,2.73,59,21.611721,0,1,0,7.4528999,No
1160,42,2.02,.84127003,3.89,36,9.2544985,0,1,0,15.1321,No
1180,15,3.0599999,.87301999,2.46,44,17.886179,0,1,0,6.0516,No
1080,17,1.17,1.03774,4.04,63,15.594059,0,1,0,16.3216,No
950,13,2.8399999,.89999998,1.59,18,11.320755,0,1,0,2.5281,No
1170,14,3.28,.74627,1.71,4,2.3391812,0,1,0,2.9240999,no
790,79,2.5899999,1.07895,4.02,64,15.920398,1,1,0,16.1604,No
940,73,2.4200001,.84314001,6,281,46.833332,0,1,0,36,No
1090,38,1.92,.73016,6.5,71,10.923077,0,1,0,42.25,N
1280,101,3.3900001,.93939,6,54,9,1,1,0,36,No
1270,116,3.8399999,.76389003,6,1,.16666667,0,1,0,36,No
1090,11,2.54,1.1372499,7.2,269,37.361111,1,1,0,51.84,No
1360,108,3.97,.97101003,4.59,1,.21786493,1,1,0,21.0681,No
1320,119,3.21,.80822003,4.59,17,3.7037036,0,1,0,21.0681,No
910,15,3.0599999,.85714,4.84,133,27.47934,0,1,0,23.4256,no
880,40,2.0699999,.79592001,1.7,31,18.235294,0,1,0,2.8900001,no
1110,50,2.9400001,.70769,1.26,9,7.1428571,0,1,0,1.5876,N
990,72,2.2,.73684001,1.61,30,18.633541,0,1,0,2.5920999,No
1250,49,4,.76055998,4.69,1,.21321961,0,1,0,21.996099,No
770,43,2.1099999,.79070002,1.37,22,16.058393,0,1,0,1.8769,No
890,17,2.8800001,.81633002,1.83,22,12.021858,0,1,0,3.3489001,No
1220,113,3,.87691998,1.72,15,8.7209301,0,1,0,2.9584,N
1220,84,3.21,.74286002,2.25,5,2.2222223,0,1,0,5.0625,No
1130,13,2.53,.94827998,6.63,276,41.62896,0,1,0,43.956902,no
970,17,2.23,.94,6.63,212,31.975866,0,1,0,43.956902,no
1230,56,3.0699999,.75713998,6.75,35,5.185185,1,1,0,45.5625,No
1050,89,2.3299999,.90908998,5.95,59,9.915966,1,1,0,35.4025,No
1350,48,3.8499999,.80000001,6.75,7,1.037037,0,1,0,45.5625,No
870,44,2.22,.77551001,6.75,259,38.370369,0,1,0,45.5625,No
890,50,3.3599999,.97777998,6.75,59,8.7407408,1,1,0,45.5625,N
970,15,3.8,.83019,.74,2,2.7027028,0,1,0,.54759997,No
1220,50,3.0999999,1.03333,4.22,95,22.511848,0,1,0,17.808399,No
1040,62,3.04,.57576001,4.82,27,5.6016598,0,1,0,23.232401,N
920,105,2.8299999,.73584998,4.74,244,51.476791,0,1,0,22.4676,yes
940,46,2.6900001,.88,.1,3,30,1,1,0,.0099999998,No
1060,38,2.78,.76666999,1.21,18,14.876033,1,1,0,1.4641,no
720,10,1.4,1.11765,1.14,31,27.192982,1,1,0,1.2996,No
900,95,2.1600001,.875,1.99,52,26.130653,0,1,0,3.9600999,yes
980,13,4,1.0851099,.72,2,2.7777777,1,1,0,.51840001,No
1000,14,3.0699999,.92308003,.72,6,8.333333,1,1,0,.51840001,No
1270,18,3.6600001,.84057999,2.1,7,3.3333333,0,1,0,4.4099998,No
990,77,2.1199999,.76786,1.96,6,3.0612245,0,1,0,3.8415999,No
1000,14,2.4200001,.63933998,2.66,43,16.165413,0,1,0,7.0756001,no
1240,19,2.21,.90768999,4.56,56,12.280702,0,1,0,20.7936,No
500,121,2.02,.66667002,4.75,145,30.526316,0,0,1,22.5625,Yes
1300,80,3.3800001,.83099002,2.65,4,1.509434,0,1,0,7.0225,No
1360,18,2.8299999,1,2.41,35,14.522821,0,1,0,5.8081002,no
910,47,2.51,.65455002,2.29,36,15.720524,1,1,0,5.2441001,No
930,100,2.3599999,.75471997,1.39,7,5.0359712,1,1,0,1.9321001,No
970,112,2.45,.67241001,2.25,15,6.6666665,0,1,0,5.0625,No
960,46,2.8,.84614998,2.35,32,13.617022,0,1,0,5.5225,No
940,92,2.97,.77358001,3.35,11,3.283582,1,1,0,11.2225,No
830,64,1.7,.97618997,1.92,67,34.895832,0,1,0,3.6863999,No
1120,126,2.0999999,.96490997,2.33,23,9.8712444,0,1,0,5.4288998,No
1130,53,2.71,.88332999,1.95,4,2.0512822,0,1,0,3.8025,No
980,50,2.9400001,.58064997,2.65,17,6.4150944,0,1,0,7.0225,N
790,18,1.05,.79544997,2.76,68,24.637682,0,1,0,7.6176,No
1030,48,2.79,.80702001,3.26,26,7.9754601,0,1,0,10.6276,No
990,82,2.8599999,.80000001,3.62,20,5.5248618,1,1,0,13.1044,No
880,50,2.9400001,.87234002,3.26,19,5.8282208,1,1,0,10.6276,No
970,96,2.28,.90196002,1.84,27,14.673913,0,0,1,3.3856001,Y
960,46,1.73,.74545002,1.7,27,15.882353,0,1,0,2.8900001,yes
1230,15,3.53,.78261,4.81,48,9.9792099,0,1,0,23.136101,no
970,15,2.26,.76363999,2.85,73,25.614035,1,1,0,8.1225004,No
930,78,2.8900001,1.1627899,3.16,57,18.037975,1,1,0,9.9856005,No
1110,86,3,.94736999,3.48,102,29.310345,0,1,0,12.1104,No
1100,63,2.74,.89655,3.61,99,27.423822,0,1,0,13.0321,No
1310,116,3.6600001,.92646998,6.09,19,3.1198688,0,1,0,37.0881,No
990,83,3.0999999,.80000001,2.16,8,3.7037036,1,1,0,4.6655998,No
950,117,2.97,.63792998,3.02,1,.33112583,0,1,0,9.1204004,no
1190,109,2.95,.98333001,.79,46,58.227848,1,1,0,.62410003,No
1120,74,2.55,1.07407,4.22,98,23.22275,1,1,0,17.808399,No
1240,118,3.46,.82353002,4.25,37,8.7058821,0,1,0,18.0625,No
1040,13,4,.85714,2.1,45,21.428572,0,1,0,4.4099998,no
880,61,1.6,1.09524,2.08,107,51.442307,1,1,0,4.3263998,No
1060,15,3.0599999,.92727,6.57,141,21.461187,0,1,0,43.164902,Yes
1010,16,2.8099999,.65574002,6.56,266,40.548782,1,0,0,43.0336,No
1090,44,2.4000001,1.0566,3.15,38,12.063492,1,1,0,9.9224997,No
1220,74,3.21,.82090002,3.12,3,.96153843,1,1,0,9.7343998,No
1120,15,4,1.03636,2.78,4,1.438849,0,1,0,7.7284002,No
1160,52,3.26,.78461999,2.15,26,12.093023,0,1,0,4.6224999,No
950,45,3.1300001,.97917002,4.79,49,10.229645,1,1,0,22.944099,No
1140,41,2.29,.89999998,2.33,107,45.922749,0,1,0,5.4288998,No
1010,44,2.45,.71186,1.24,50,40.322582,1,1,0,1.5376,No
1140,17,3.23,.93220001,1.45,51,35.172413,1,1,0,2.1025,No
1140,14,3.0699999,.62857002,3.48,32,9.1954021,0,1,0,12.1104,Yes
910,13,2.53,1.21951,2.85,52,18.245613,0,1,0,8.1225004,No
1040,49,3.4400001,.73333001,5.36,28,5.2238808,1,1,0,28.729601,No
1300,51,3.05,.96969998,1.05,1,.95238096,1,1,0,1.1025,No
1130,17,3.1700001,.88332999,1.42,35,24.647888,1,1,0,2.0164001,No
1200,46,2.6700001,.73913002,1.24,15,12.096774,0,1,0,1.5376,No
1170,17,3.8199999,.80000001,1.3,6,4.6153846,0,1,0,1.6900001,No
910,11,4,.59649003,4.26,156,36.619717,0,1,0,18.1476,No
1010,12,1.91,.77192998,2.39,43,17.991632,0,1,0,5.7121,Yes
850,15,3.73,.77082998,2.82,37,13.120567,0,1,0,7.9524002,no
1000,63,3.1400001,.72413999,1.39,12,8.6330938,1,1,0,1.9321001,No
970,15,2.73,1.02083,3.16,173,54.746834,0,1,0,9.9856005,No
1200,15,3.26,.84614998,3.19,91,28.526646,0,1,0,10.1761,No
930,82,2.9200001,1.0666699,2.68,50,18.656717,1,1,0,7.1824002,No
1160,18,3.05,.75757998,.52,5,9.6153851,1,1,0,.27039999,No
